track_name,track_id,track_uri,artist_name,album_name,album_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,popularity,release_date,genre
Getting Over You,3MCcOENyYQxPZQg3b2uM9B,spotify:track:3MCcOENyYQxPZQg3b2uM9B,Eric Van Houten,Getting Over You,spotify:album:2HH3ZGkNBY952347VkGUjn,0.42,0.779,0,-4.798,1,0.0376,0.0313,0.0,0.132,0.402,177.998,spotify:track:3MCcOENyYQxPZQg3b2uM9B,173939,4,35,2024-11,Country
Lethal Poetry,4X7SgKCNKvdd3RsRAnO4HY,spotify:track:4X7SgKCNKvdd3RsRAnO4HY,Unlike Pluto,Ghost Gardens,spotify:album:1CfHyiofcdqa1Y5SpApqD5,0.451,0.918,10,-5.629,0,0.0905,0.000902,0.00123,0.905,0.386,138.127,spotify:track:4X7SgKCNKvdd3RsRAnO4HY,200000,4,33,2024-06,Rock
Scarab - Flawx Remix,72ymFyTi1CraGh2lnjQLSh,spotify:track:72ymFyTi1CraGh2lnjQLSh,Vairo,"Vairo Remixes, Vol. I",spotify:album:7lXNMt1isRuvmHbWyZjYPM,0.779,0.842,11,-6.344,0,0.185,0.0379,0.0633,0.191,0.0944,127.957,spotify:track:72ymFyTi1CraGh2lnjQLSh,184687,4,33,2019-11,Electronic
O Come O Come Emmanuel,5PisEYa5HVfQYWTmDbeAT8,spotify:track:5PisEYa5HVfQYWTmDbeAT8,Crossing Collective,Emmanuel,spotify:album:56FjOfdwUNcunxErN1SRWc,0.271,0.17,0,-9.851,0,0.0336,0.904,0.0,0.088,0.0941,73.428,spotify:track:5PisEYa5HVfQYWTmDbeAT8,85148,3,39,2019-11,Classical
Turning My Heart,1cOlfNiT9Nc9kgE5SoeS2N,spotify:track:1cOlfNiT9Nc9kgE5SoeS2N,The Young Escape,Turning My Heart,spotify:album:0W4j7Aph9XRhSfr4fDYe4X,0.504,0.682,0,-5.15,1,0.0324,0.0135,0.0,0.117,0.42,81.465,spotify:track:1cOlfNiT9Nc9kgE5SoeS2N,202454,4,30,2022-11,Christian
I Can't Wait,22NiG6tSWdtF47kaogEeIn,spotify:track:22NiG6tSWdtF47kaogEeIn,Cocoon,Welcome Home,spotify:album:4wyc2SCT8EIBc8NfTtz1uZ,0.883,0.674,1,-7.079,0,0.0435,0.0565,0.00232,0.178,0.964,129.999,spotify:track:22NiG6tSWdtF47kaogEeIn,175933,4,37,2016-06,Hip-Hop/Rap
Hold Everything,0YANtmKQJ6YXgCqc3isKID,spotify:track:0YANtmKQJ6YXgCqc3isKID,Mary Chapin Carpenter,Hold Everything,spotify:album:4grIFFrgXO2BKMtQPnhKdM,0.37,0.286,11,-14.751,1,0.0307,0.771,0.00337,0.0881,0.09,146.14,spotify:track:0YANtmKQJ6YXgCqc3isKID,310826,3,34,2024-11,Singer/Songwriter
Hazel Eyes,4iGgrqZ9fKfEtnzvotr1fq,spotify:track:4iGgrqZ9fKfEtnzvotr1fq,Outforce,Pure Power,spotify:album:70EQD2aDuWXzaFDVI0kseU,0.651,0.992,1,-4.23,1,0.144,0.00461,0.143,0.318,0.644,175.006,spotify:track:4iGgrqZ9fKfEtnzvotr1fq,290638,4,31,2019-06,Hardcore
EXPOSE ‘Burn out!!!’,37uJsqSgt2jRYWQO5z4A03,spotify:track:37uJsqSgt2jRYWQO5z4A03,RAISE A SUILEN,ERA,spotify:album:7rw0JTu5asLZcjzmCUmbgD,0.493,0.948,8,-3.265,1,0.0971,0.00319,0.0,0.347,0.697,95.035,spotify:track:37uJsqSgt2jRYWQO5z4A03,283735,4,36,2020-08,Anime
You Are Never Alone,0yWOE0IFgRLT672kil42gI,spotify:track:0yWOE0IFgRLT672kil42gI,Socalled,Ghettoblaster,spotify:album:5xvNG9fdHGYj7nSmB5ghQR,0.748,0.671,5,-4.202,0,0.234,0.62,5.29e-05,0.124,0.729,87.293,spotify:track:0yWOE0IFgRLT672kil42gI,271160,4,33,2007-06,Worldwide
Go Go Go Go! - Ti-Mo Remix Edit,2TG1xOgMf29yt71KKEccRN,spotify:track:2TG1xOgMf29yt71KKEccRN,89ers,Go Go Go Go!,spotify:album:7LMold1zcYt5fS0Zf2haxK,0.653,0.963,4,-4.718,0,0.0572,0.0185,0.0,0.359,0.474,140.019,spotify:track:2TG1xOgMf29yt71KKEccRN,215300,4,39,2010-10,Techno
In God We Trust,7y0T0GrkJOUZm1iXwCxJqQ,spotify:track:7y0T0GrkJOUZm1iXwCxJqQ,Meek Mill,Dreams and Nightmares (Deluxe Edition),spotify:album:0zhZDmHEtDtok393SbZ3d7,0.542,0.792,2,-3.525,1,0.307,0.0162,0.0,0.239,0.371,142.247,spotify:track:7y0T0GrkJOUZm1iXwCxJqQ,277440,4,37,2012-10,Hip-Hop/Rap
minimalistic,510JH6c5Uvtl4GmReyTDI7,spotify:track:510JH6c5Uvtl4GmReyTDI7,vibesment,minimalistic,spotify:album:5XrMahpqjNshTBeOHPoa6D,0.591,0.0632,1,-20.956,1,0.0675,0.937,0.86,0.0855,0.116,163.995,spotify:track:510JH6c5Uvtl4GmReyTDI7,128802,4,39,2022-11,Hip-Hop/Rap
"Memories of the Moldau (After ""Vltava"", JB 1:112/2; T.111)",01WARO7EI1wjhJTLVH0zr4,spotify:track:01WARO7EI1wjhJTLVH0zr4,Louis Philippson,"Memories of the Moldau (After ""Vltava"", JB 1:112/2; T.111)",spotify:album:2bMVvy7PnKJkRC7wygNSum,0.274,0.0402,4,-27.738,0,0.0481,0.991,0.953,0.167,0.173,70.337,spotify:track:01WARO7EI1wjhJTLVH0zr4,182208,4,35,2024-01,Classical Crossover
Who I Am,5XWBj737hXZF1Wqhm7O3Ki,spotify:track:5XWBj737hXZF1Wqhm7O3Ki,Wiz Khalifa,Deal Or No Deal,spotify:album:2LQcw9w73DG6GgmWiwnug0,0.469,0.766,7,-5.524,1,0.0911,0.407,0.0,0.175,0.334,74.94,spotify:track:5XWBj737hXZF1Wqhm7O3Ki,214716,4,32,2009-11,Hip-Hop/Rap
Range Rover Sports Truck (Lil Yachty & Lil Keed),03Aji6nA2bOepJewgLQUUa,spotify:track:03Aji6nA2bOepJewgLQUUa,Lil Yachty,Lil Boat 3,spotify:album:2CYr9450iYkEWq4IWL8plY,0.851,0.494,1,-5.641,1,0.366,0.0747,0.0,0.334,0.508,163.063,spotify:track:03Aji6nA2bOepJewgLQUUa,172656,4,39,2020-05,Hip-Hop/Rap
2AM/Do It Again,5lzdhxDlTAtNsjMO2tfEFu,spotify:track:5lzdhxDlTAtNsjMO2tfEFu,EB3N,2AM/Do It Again,spotify:album:0768hBC0EjrQZobGM3fyUK,0.417,0.395,9,-10.47,0,0.164,0.491,1.55e-05,0.259,0.37,165.163,spotify:track:5lzdhxDlTAtNsjMO2tfEFu,170232,3,30,2024-11,R&B/Soul
Pray 2 The East (ft. BNXN fka Buju),6CryB64ias6JE3gfoXoPx2,spotify:track:6CryB64ias6JE3gfoXoPx2,M Huncho,Chasing Euphoria,spotify:album:2tjspYARHteVufdXfLEkJa,0.57,0.641,8,-6.148,1,0.325,0.345,0.0,0.138,0.53,92.463,spotify:track:6CryB64ias6JE3gfoXoPx2,178064,4,39,2022-05,Not Found
是是非非,71YEYtaY2lpJOZ7onVwxIL,spotify:track:71YEYtaY2lpJOZ7onVwxIL,David Tao,陶喆同名專輯,spotify:album:433Xh8UtsKASBYCt0QNk4Q,0.688,0.397,10,-9.439,1,0.0322,0.415,0.0,0.103,0.499,83.006,spotify:track:71YEYtaY2lpJOZ7onVwxIL,247906,4,34,1997-12,Mandopop
oxygen,2mi0tvl5H88Z7hVvQVA27T,spotify:track:2mi0tvl5H88Z7hVvQVA27T,Joya Marleen,oxygen,spotify:album:4EDGkCx4podx97NEbColdz,0.737,0.241,5,-8.794,1,0.031,0.927,0.0,0.112,0.371,109.845,spotify:track:2mi0tvl5H88Z7hVvQVA27T,184192,4,36,2024-09,Pop
Grateful,0hEcycOJb4hjUPLKQEx44E,spotify:track:0hEcycOJb4hjUPLKQEx44E,Blueboy,Grateful,spotify:album:6V3SXHGRo025IKuOevGyTZ,0.81,0.711,0,-6.546,1,0.141,0.145,0.0,0.125,0.938,83.552,spotify:track:0hEcycOJb4hjUPLKQEx44E,198323,4,38,2020-05,R&B/Soul
Did Santa Come?,37MFq8EXGzIi9ADd0QUT45,spotify:track:37MFq8EXGzIi9ADd0QUT45,Michele McLaughlin,Christmas - Plain & Simple II,spotify:album:5iE7AiFYmKjsdUEAcntqX4,0.354,0.113,0,-23.086,1,0.0634,0.971,0.92,0.113,0.0833,66.67,spotify:track:37MFq8EXGzIi9ADd0QUT45,120640,4,35,2010-10,Holiday
One Love,0aPNwV1eWsyjpccU7eJ4j4,spotify:track:0aPNwV1eWsyjpccU7eJ4j4,Bradamon Band,One Love,spotify:album:3Itcy97dg2cWNhMVHbXKgL,0.733,0.711,5,-5.845,1,0.0528,0.387,0.0,0.18,0.912,155.177,spotify:track:0aPNwV1eWsyjpccU7eJ4j4,238451,4,38,2024-10,Reggae
SUPERMODEL,58fn3HIxeiFhNDQVW5TotZ,spotify:track:58fn3HIxeiFhNDQVW5TotZ,Måneskin,RUSH!,spotify:album:3wLMnrlPtVSADxalu9kIxK,0.634,0.877,7,-3.413,1,0.055,0.00159,0.0,0.119,0.801,120.965,spotify:track:58fn3HIxeiFhNDQVW5TotZ,148064,4,37,2023-01,Pop
Natural Ocean Sounds,4m4PtBNg1Rzth9rFHS0ftW,spotify:track:4m4PtBNg1Rzth9rFHS0ftW,Sleep Recording Sounds,Oceanic Waves,spotify:album:1C52yI9myDEvIQlHT8sv7s,0.169,0.682,10,-32.25,0,0.0711,0.0893,0.96,0.418,0.00837,121.989,spotify:track:4m4PtBNg1Rzth9rFHS0ftW,180549,5,30,2017-01,Ambient
Might,6YD0zF5VFBXvwmQqAlZWnE,spotify:track:6YD0zF5VFBXvwmQqAlZWnE,Makayla Phillips,TVアニメ『僕のヒーローアカデミア』4th オリジナルサウンドトラック,spotify:album:3fP7fyirRDwFu9NhR4GSnE,0.127,0.297,7,-8.688,1,0.0325,0.78,3.06e-05,0.0584,0.0964,64.934,spotify:track:6YD0zF5VFBXvwmQqAlZWnE,343000,4,38,2020-03,Anime
"The King of the Golden Hall (From ""The Lord of the Rings: The Two Towers"")",29lKmd4niHgpVe5mzzR0m5,spotify:track:29lKmd4niHgpVe5mzzR0m5,Noah Ivory,Lord of the Rings Sleep,spotify:album:3WK2TLxaxcRy9toKQBZRba,0.26,0.00355,9,-27.065,0,0.0444,0.994,0.904,0.0896,0.371,79.126,spotify:track:29lKmd4niHgpVe5mzzR0m5,88421,3,35,2024-08,Easy Listening
El Último Trago,1QRVwtFMJsL9IsOZlm2CSX,spotify:track:1QRVwtFMJsL9IsOZlm2CSX,Grupo Libra,Puras Rancheras Vol. 2,spotify:album:1SXtMA5U2MnLuOObuEbEMj,0.451,0.715,4,-3.747,1,0.0436,0.173,0.0,0.374,0.883,189.248,spotify:track:1QRVwtFMJsL9IsOZlm2CSX,123771,3,39,1997-09,Música Mexicana
Can’t Say I Ain’t Country,4AQ0FuLnPIM4rDKH4VleLD,spotify:track:4AQ0FuLnPIM4rDKH4VleLD,Florida Georgia Line,Can't Say I Ain't Country,spotify:album:64nhe9s692yKECAoMcEQ8U,0.473,0.874,2,-2.399,1,0.0446,0.00942,0.0,0.21,0.739,150.198,spotify:track:4AQ0FuLnPIM4rDKH4VleLD,176306,4,37,2019-02,Country
Bailalo Mi Negro,73qBr4rgWEOzDw8Wr0z6BF,spotify:track:73qBr4rgWEOzDw8Wr0z6BF,Yilberking,Bailalo Mi Negro,spotify:album:0UYB8WOR9fSyyNfUNIOGfO,0.531,0.769,0,-4.588,0,0.139,0.233,0.652,0.118,0.559,189.032,spotify:track:73qBr4rgWEOzDw8Wr0z6BF,207211,3,39,2020-02,Urbano latino
繚乱！ビクトリーロード,2WdwcYfaJ73rGKWg4Jyr1j,spotify:track:2WdwcYfaJ73rGKWg4Jyr1j,Nijigasaki High School Idol Club,夢が僕らの太陽さ,spotify:album:5Bw9Vtcymu9iUzf6y0iH6T,0.6,0.954,11,-3.259,0,0.0652,0.00295,2.09e-05,0.277,0.428,134.982,spotify:track:2WdwcYfaJ73rGKWg4Jyr1j,241920,4,35,2022-04,Anime
One More I Love You,3v9IFz7EikDfXXfvPVfH6B,spotify:track:3v9IFz7EikDfXXfvPVfH6B,Alex Warren,One More I Love You,spotify:album:547kCTKUHCy01Jc8WC5WxH,0.631,0.381,8,-8.232,1,0.0386,0.768,0.00218,0.261,0.546,92.951,spotify:track:3v9IFz7EikDfXXfvPVfH6B,216935,4,30,2021-06,Hip-Hop/Rap
Euphoria,5ObEYWJNunBvSBJgCYnsQ9,spotify:track:5ObEYWJNunBvSBJgCYnsQ9,Emil Bulls,Kill Your Demons,spotify:album:7A4h78HPgO2JyhCxQghg9y,0.423,0.927,2,-2.491,0,0.0516,8.34e-06,0.00899,0.201,0.496,144.002,spotify:track:5ObEYWJNunBvSBJgCYnsQ9,232613,4,34,2017-09,Metal
SANS LI,6DpC37gM0icpHL4V23r8b7,spotify:track:6DpC37gM0icpHL4V23r8b7,Marshall,SANS LI,spotify:album:3qYefHzoscdMuUSPP1G7xi,0.559,0.506,1,-10.435,0,0.301,0.339,0.0,0.0669,0.564,119.51,spotify:track:6DpC37gM0icpHL4V23r8b7,218235,5,31,2022-07,Singer/Songwriter
雨傘情,6UhuDVfH5Xy5T2BktokEtV,spotify:track:6UhuDVfH5Xy5T2BktokEtV,Huang Yee Ling,愛到才知痛雨傘情,spotify:album:4BxJ2K3wye5cgFB05U8fMj,0.33,0.374,1,-9.114,1,0.032,0.151,0.0,0.0913,0.241,77.795,spotify:track:6UhuDVfH5Xy5T2BktokEtV,274693,3,34,1997-12,Tai-Pop
PETRUNKO ULTRA FUNK,1qTlpZwU3LGcaGi1qrTmwQ,spotify:track:1qTlpZwU3LGcaGi1qrTmwQ,SKYXLINER,PETRUNKO ULTRA FUNK,spotify:album:6M46rMiwLhzb4wZ5lfd0pj,0.668,0.75,7,-5.571,1,0.0424,0.0131,0.742,0.288,0.361,104.988,spotify:track:1qTlpZwU3LGcaGi1qrTmwQ,76928,4,35,2024-10,Electronic
Is That Jazz?,0ydTS4zOjXILIUWNrzvqLJ,spotify:track:0ydTS4zOjXILIUWNrzvqLJ,Gil Scott-Heron,Reflections,spotify:album:3HvP4iWWHOzRNCJSPQU7Ng,0.619,0.528,8,-12.427,0,0.065,0.558,0.0,0.0572,0.7,135.231,spotify:track:0ydTS4zOjXILIUWNrzvqLJ,224506,4,30,1981-03,Jazz
這樣我就能忘記你了,6nhvIfVQtzRm88mHcLYlC8,spotify:track:6nhvIfVQtzRm88mHcLYlC8,Astro Bunny,我在宇宙的邊緣,spotify:album:690pUClDw8R1pqWSDQa21r,0.558,0.657,8,-10.293,1,0.0501,0.429,2.78e-06,0.0852,0.213,139.935,spotify:track:6nhvIfVQtzRm88mHcLYlC8,245981,4,35,2018-12,Mandopop
Feliz Navidad (feat. GEM Sisters),7wThWL7ea2Fj7aoTFFVdn0,spotify:track:7wThWL7ea2Fj7aoTFFVdn0,Jam Jr.,Jam Jr. Christmas,spotify:album:72erwTr57tvFui2HuuL1q5,0.631,0.813,6,-1.729,1,0.0664,0.0207,3.94e-05,0.0868,0.849,170.049,spotify:track:7wThWL7ea2Fj7aoTFFVdn0,159880,4,31,2019-11,Holiday
我就想你,0Q35umX7SPX9perjjMfzCg,spotify:track:0Q35umX7SPX9perjjMfzCg,理想混蛋,我就想你,spotify:album:7iDi0WJ1pZkwf35d6yjtAk,0.381,0.426,7,-8.571,1,0.0966,0.17,0.0,0.423,0.605,83.017,spotify:track:0Q35umX7SPX9perjjMfzCg,205024,4,31,2021-09,Mandopop
Acrylic,5XLzxWZuxUS1WjPy7f1TNb,spotify:track:5XLzxWZuxUS1WjPy7f1TNb,Courteeners,Acrylic,spotify:album:6EQYvtA9IBs54MMbJFwB0h,0.318,0.945,9,-3.409,1,0.0653,0.00167,0.0,0.114,0.683,121.52,spotify:track:5XLzxWZuxUS1WjPy7f1TNb,171986,4,35,2007-01,Alternative
One Night with The Valet,16aHQF9UlwO1JmwKBpCe2N,spotify:track:16aHQF9UlwO1JmwKBpCe2N,Tennis,Pollen,spotify:album:4Fk0oNk3vdmFjuTlpmKIQU,0.631,0.449,10,-8.185,1,0.0369,0.156,0.0028,0.0683,0.621,150.044,spotify:track:16aHQF9UlwO1JmwKBpCe2N,113400,4,37,2023-02,Indie Rock
I'll Never Smile Again,5yyQEHPb0BTElUrgeyGZ33,spotify:track:5yyQEHPb0BTElUrgeyGZ33,The Ink Spots,The Anthology,spotify:album:5kP2AlLe5EsHEx6y3HpJjN,0.24,0.0391,4,-21.968,1,0.028,0.973,0.00626,0.1,0.239,81.766,spotify:track:5yyQEHPb0BTElUrgeyGZ33,203333,4,36,1998-06,R&B/Soul
"Schneeflöckchen, Weißröckchen",4sRJAH6dzfZyk7GX5lrA0L,spotify:track:4sRJAH6dzfZyk7GX5lrA0L,Philharmonischer Kinderchor Dresden,Bald nun ist Weihnachtszeit,spotify:album:0YOOPHpBvolgH7f6vAccCi,0.57,0.17,4,-13.428,1,0.0417,0.98,0.0,0.192,0.673,125.614,spotify:track:4sRJAH6dzfZyk7GX5lrA0L,61093,4,36,2011-12,Christmas: Children's
Watching The Waves,6Ae4oxctmPTg5yj6OjXzvj,spotify:track:6Ae4oxctmPTg5yj6OjXzvj,Harmony Night,Our Dreams,spotify:album:44JzdzxKFan8JqnUxK40sl,0.25,0.0397,8,-29.423,1,0.0618,0.991,0.968,0.126,0.149,77.934,spotify:track:6Ae4oxctmPTg5yj6OjXzvj,80816,1,30,2021-05,New Age
Alley Cat,1RRwz9czf39ZVeLq6tAY14,spotify:track:1RRwz9czf39ZVeLq6tAY14,Nardo Wick,Who is Nardo Wick?,spotify:album:338LPt19lJ2GiGmxDSOAtR,0.822,0.544,8,-7.783,1,0.159,0.0183,0.00277,0.123,0.333,150.02,spotify:track:1RRwz9czf39ZVeLq6tAY14,154360,4,36,2021-12,Hip-Hop/Rap
Alive,44fePIXeEsJKSujsWup7LI,spotify:track:44fePIXeEsJKSujsWup7LI,Cynthia Erivo,Alive,spotify:album:1UVjISgEdSpLqkGa5abP0z,0.336,0.684,7,-8.267,0,0.0667,0.0187,1.96e-05,0.247,0.236,78.87,spotify:track:44fePIXeEsJKSujsWup7LI,212755,4,30,2021-07,Adult Contemporary
I Believe,2bntXLsnPeFoP4tC6IZGEK,spotify:track:2bntXLsnPeFoP4tC6IZGEK,Alex Hepburn,Things I've Seen,spotify:album:2ptUS7vVvBKOD5PUSXZsGi,0.481,0.47,5,-6.16,1,0.0734,0.91,0.0,0.0801,0.599,91.74,spotify:track:2bntXLsnPeFoP4tC6IZGEK,157506,5,38,2019-04,Pop
Stay Awake,5euGmSpPNOHxcT8Tz49MtN,spotify:track:5euGmSpPNOHxcT8Tz49MtN,Nico Lara,Stay Awake,spotify:album:6qYnyjpeFn1bMKUgjOtf1C,0.802,0.423,7,-14.795,1,0.257,0.568,9.07e-05,0.123,0.229,106.049,spotify:track:5euGmSpPNOHxcT8Tz49MtN,147169,4,32,2024-08,Not Found
Below The Belt,7jZYdgfv4tn2oRkzuCBTZ5,spotify:track:7jZYdgfv4tn2oRkzuCBTZ5,Point North,Prepare For Despair,spotify:album:0ykmroLBGEswLI1xjg2tqv,0.576,0.916,0,-4.713,1,0.0511,0.000616,0.0,0.0782,0.28,119.026,spotify:track:7jZYdgfv4tn2oRkzuCBTZ5,192054,4,35,2023-08,Rock
11:11,2qzZTKnZ3f2vQ7DaAGKGq2,spotify:track:2qzZTKnZ3f2vQ7DaAGKGq2,Reykon,11:11,spotify:album:19AbkdvXeU2ga969fV5uUe,0.912,0.615,7,-5.491,0,0.167,0.0706,0.0,0.0866,0.7,93.993,spotify:track:2qzZTKnZ3f2vQ7DaAGKGq2,224680,4,31,2022-03,Latin
Cloudburst,0Nx9Okn6DBTVAKwpvxWago,spotify:track:0Nx9Okn6DBTVAKwpvxWago,Myrs,Cloudburst,spotify:album:5SW2lTUlQ4ii4URdQcoQyh,0.14,0.553,5,-27.971,0,0.0702,0.00944,0.337,0.12,0.0326,140.262,spotify:track:0Nx9Okn6DBTVAKwpvxWago,117000,3,36,2021-05,New Age
"焰火 (電視劇《點燃我, 溫暖你》主題曲)",067CRbBsWmK2vK9MvbJ9LI,spotify:track:067CRbBsWmK2vK9MvbJ9LI,Zhou Shen,"電視劇《點燃我, 溫暖你》原聲帶",spotify:album:0JV0GVcv4KgQRuKUDu0YfV,0.377,0.331,2,-8.174,1,0.0316,0.399,0.0,0.35,0.308,161.708,spotify:track:067CRbBsWmK2vK9MvbJ9LI,283706,3,32,2022-11,Mandopop
Only You,1WeEXE3w0FkgPLUEOeoG9J,spotify:track:1WeEXE3w0FkgPLUEOeoG9J,Anderson East,Delilah,spotify:album:2iOEBkiMCteCJExhYgVpXZ,0.645,0.87,10,-5.059,1,0.0305,0.319,1.63e-06,0.143,0.911,121.854,spotify:track:1WeEXE3w0FkgPLUEOeoG9J,166106,4,36,2015-07,Singer/Songwriter
When I'm with You,0vZwZmc24onek3Rc1Z8awt,spotify:track:0vZwZmc24onek3Rc1Z8awt,Simple Plan,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",spotify:album:3W6TEVlmaP22E4KvWY9HrS,0.47,0.876,8,-4.825,1,0.12,0.000617,0.0,0.0637,0.786,150.025,spotify:track:0vZwZmc24onek3Rc1Z8awt,157306,4,36,2002-03,Rock
Kapitel 26: Das Filmteam (Folge 86),6HMNa592gKpUaa68uFl25D,spotify:track:6HMNa592gKpUaa68uFl25D,Bibi und Tina,Folge 86: Das Filmteam,spotify:album:0BajiiFeEZv9eEx07Hw2C0,0.619,0.419,1,-17.86,0,0.948,0.686,0.0,0.813,0.544,77.753,spotify:track:6HMNa592gKpUaa68uFl25D,93234,3,30,2017-07,Spoken Word
Wouldn't It Be Nice,4tC76xcUxEaO2ZBGPjAqMA,spotify:track:4tC76xcUxEaO2ZBGPjAqMA,Nimus,Wouldn't It Be Nice,spotify:album:74Z0pflS2MukdkceQm7IZF,0.582,0.467,1,-9.091,1,0.0514,0.825,0.00192,0.0923,0.565,118.002,spotify:track:4tC76xcUxEaO2ZBGPjAqMA,111864,4,30,2023-08,Dance
Forever Young,2h7moKraF53OdBXWHWcnlg,spotify:track:2h7moKraF53OdBXWHWcnlg,Re-Style,Forever Young,spotify:album:33ITKn2AOC02ym3ukoN5Y9,0.324,0.842,0,-5.079,1,0.0697,0.247,0.000266,0.227,0.113,179.938,spotify:track:2h7moKraF53OdBXWHWcnlg,220195,4,39,2022-10,Dance
對面的女孩看過來,51vo4MbGHmzEuW5Nrk6flg,spotify:track:51vo4MbGHmzEuW5Nrk6flg,Richie Jen,滾石香港黃金十年-任賢齊精選,spotify:album:5oU6DlroxCeM09n1GnoViL,0.61,0.703,0,-6.15,1,0.0754,0.067,0.0,0.186,0.511,129.991,spotify:track:51vo4MbGHmzEuW5Nrk6flg,189940,4,38,2003-04,Mandopop
Bookmark,5JMY4efEwq1yN8kTebPnV8,spotify:track:5JMY4efEwq1yN8kTebPnV8,Ben Morgan,Indie Folk Compilation - Winter 2024 (Alexrainbirdmusic),spotify:album:621Hjsle7q4QB5IhG38ctI,0.454,0.251,0,-12.661,0,0.0318,0.907,0.0688,0.092,0.04,144.139,spotify:track:5JMY4efEwq1yN8kTebPnV8,208750,3,30,2024-11,Folk
Girl from Ipanema,75TwPttPOaiTcP2BH6tdFW,spotify:track:75TwPttPOaiTcP2BH6tdFW,Jonny Blu,The Best of Blu,spotify:album:3Y0clI1wk8ASZcNLeeFXWT,0.437,0.636,3,-6.52,1,0.0313,0.447,1.6e-06,0.154,0.536,134.69,spotify:track:75TwPttPOaiTcP2BH6tdFW,170000,4,37,2014-10,Vocal Jazz
Darlin',0Cm06HymdxqBQ9EHnHmxQB,spotify:track:0Cm06HymdxqBQ9EHnHmxQB,Barbara Mandrell,Just For The Record,spotify:album:4eoO8CKZTuLmTitjkPOpIY,0.692,0.396,11,-12.868,1,0.0307,0.251,0.0,0.653,0.648,116.894,spotify:track:0Cm06HymdxqBQ9EHnHmxQB,198759,4,37,1979-08,Country
beslow,07QmUmO6lJaMGr6jKCekXl,spotify:track:07QmUmO6lJaMGr6jKCekXl,incovent,beslow,spotify:album:2zs9DYVAe53LBaoWzRzAQr,0.843,0.517,2,-10.855,0,0.067,0.444,0.923,0.114,0.408,110.003,spotify:track:07QmUmO6lJaMGr6jKCekXl,226906,4,33,2022-07,Not Found
BUSS MY WATCH,5Kx2kHbdbzEdYZvR0SDpHn,spotify:track:5Kx2kHbdbzEdYZvR0SDpHn,Offset,SET IT OFF,spotify:album:1D1hLipjrdB6pnxurMtC3E,0.723,0.531,6,-8.055,0,0.283,0.27,6.96e-06,0.0874,0.565,123.979,spotify:track:5Kx2kHbdbzEdYZvR0SDpHn,117000,4,39,2023-10,Hip-Hop/Rap
TESTOSTERON,5iVLaTGMuiRngP4ezi6WkK,spotify:track:5iVLaTGMuiRngP4ezi6WkK,Farid Bang,X,spotify:album:2UbYQjKHZdrHnGCpOsnO7B,0.553,0.711,1,-6.425,1,0.483,0.279,3.72e-06,0.138,0.468,92.326,spotify:track:5iVLaTGMuiRngP4ezi6WkK,211453,4,34,2021-11,Hip-Hop/Rap
Mister Domino,3qNlFxfTpA8TrIBn7FRf1x,spotify:track:3qNlFxfTpA8TrIBn7FRf1x,Tommy Newport,Mister Domino,spotify:album:3iA8kf9uUUanAq2bUsPcAG,0.778,0.776,0,-5.262,1,0.0383,0.0301,0.0125,0.074,0.797,127.022,spotify:track:3qNlFxfTpA8TrIBn7FRf1x,189632,4,32,2024-08,Alternative
Summer Nostalgia,2Dl8XKsb3Xc1KAzolqgVsA,spotify:track:2Dl8XKsb3Xc1KAzolqgVsA,Lowkey,Summer Nostalgia,spotify:album:6Usv2wvItkQ7X1HMOi1qvH,0.796,0.498,9,-12.578,0,0.0709,0.903,0.87,0.108,0.153,104.98,spotify:track:2Dl8XKsb3Xc1KAzolqgVsA,148571,4,34,2021-10,Electronic
Je Hebt Een Vriend,2BkQtXAchHcgtbabocxXB5,spotify:track:2BkQtXAchHcgtbabocxXB5,K3,Tele Romeo,spotify:album:2TyjKNRX209YibqDUQ0cRV,0.604,0.463,5,-7.594,0,0.0288,0.47,0.0,0.122,0.329,123.907,spotify:track:2BkQtXAchHcgtbabocxXB5,205346,4,37,2001-01,Children's Music
Let Go,7a2g39zwSlwXGrUHgfjx9W,spotify:track:7a2g39zwSlwXGrUHgfjx9W,Broken Back,Let Go,spotify:album:1BcgU0Ra4ONonpgKxVRZuK,0.728,0.722,9,-6.538,1,0.15,0.0164,0.0016,0.135,0.487,144.003,spotify:track:7a2g39zwSlwXGrUHgfjx9W,160833,4,34,2022-10,Alternative
Street Corner,1lUhuX9dXk4U1xSsx4p74z,spotify:track:1lUhuX9dXk4U1xSsx4p74z,The Skatalites,"Ska Kings of the First Wave with the Skatalites, The Ethiopians, And Don Drummond",spotify:album:0aqG3e2e7cqcYitynssLLU,0.864,0.528,0,-8.645,1,0.106,0.376,0.776,0.31,0.81,121.753,spotify:track:1lUhuX9dXk4U1xSsx4p74z,183576,4,30,2014-08,Reggae
