track_name,track_id,track_uri,artist_name,album_name,album_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,popularity,release_date,genre
Angel of Mine,3NoOrczeRvAyQ63E2l0b86,spotify:track:3NoOrczeRvAyQ63E2l0b86,Stan Taylor,Angel of Mine,spotify:album:46q6cKCiw3Z0scg9EZCZx4,0.559,0.26,10,-9.489,0,0.0257,0.687,0.0,0.111,0.206,90.004,spotify:track:3NoOrczeRvAyQ63E2l0b86,197000,4,25,2021-03,R&B/Soul
DAMOKLESSCHWERT,1NYOQREehy670ITCH83ykg,spotify:track:1NYOQREehy670ITCH83ykg,Kollegah,DAMOKLESSCHWERT,spotify:album:1DvT8T7i0ddQYd1wIpxxIM,0.619,0.656,10,-7.18,0,0.25,0.167,0.0,0.142,0.437,93.707,spotify:track:1NYOQREehy670ITCH83ykg,189306,4,25,2022-07,Rap
Isn’t The Name,3criZpMsHYa2EwcHWiV9kL,spotify:track:3criZpMsHYa2EwcHWiV9kL,Jeremy Camp,The Worship Project,spotify:album:7dG17ruEfcvlY8HAEOAPH3,0.455,0.49,2,-7.972,1,0.0313,0.149,0.0,0.0878,0.328,141.603,spotify:track:3criZpMsHYa2EwcHWiV9kL,301040,4,23,2020-09,Christian
How Far I'll Go - From Disney's Moana,38jsiZMJFelW25EPLlUHF3,spotify:track:38jsiZMJFelW25EPLlUHF3,Andy Tallent,How Far I'll Go (From Disney's Moana),spotify:album:14X7Q5M0VGb1L0Vlum9eeE,0.529,0.0222,4,-24.067,1,0.0381,0.991,0.939,0.108,0.0543,129.476,spotify:track:38jsiZMJFelW25EPLlUHF3,203389,4,21,2024-02,Disney
TBH,01SzF0Ire5LblttZGlWM58,spotify:track:01SzF0Ire5LblttZGlWM58,Gummy B,大嘻哈時代2: DRAFT 60 初生之犢 (下),spotify:album:4Y8fl9tihcfQYShmvKA8G5,0.478,0.671,10,-6.423,1,0.365,0.309,0.0,0.378,0.683,147.891,spotify:track:01SzF0Ire5LblttZGlWM58,70019,4,23,2023-01,Hip-Hop/Rap
Memories,7Mb45xgxDnCrpgkOOQ8Rhh,spotify:track:7Mb45xgxDnCrpgkOOQ8Rhh,RIIZE,Get A Guitar,spotify:album:4QzCT76QtPCyLinchwVt8l,0.691,0.803,5,-5.31,0,0.0537,0.0143,0.0,0.109,0.419,92.965,spotify:track:7Mb45xgxDnCrpgkOOQ8Rhh,178013,4,25,2023-09,K-Pop
014 - Gefahr aus dem All - Teil 32,4gtQzgAv7MKhYeGeEDFnjf,spotify:track:4gtQzgAv7MKhYeGeEDFnjf,Die drei ??? Kids,014/Gefahr aus dem All,spotify:album:1WTFQcnnJZRhRLkA6Pemom,0.628,0.761,11,-8.948,0,0.944,0.167,0.0,0.49,0.515,82.811,spotify:track:4gtQzgAv7MKhYeGeEDFnjf,109933,4,24,2010-03,Not Found
Listening,59ethcLo2NohO8va1AAIQ9,spotify:track:59ethcLo2NohO8va1AAIQ9,The Used,In Love and Death,spotify:album:4fw5ITXkqO8cv3PibKiD5Q,0.47,0.904,0,-5.03,1,0.0931,0.000112,0.0,0.0219,0.42,92.599,spotify:track:59ethcLo2NohO8va1AAIQ9,166013,4,22,2004-01,Hip-Hop/Rap
Hold On - Remix,4SZPTaYVfpvEiFgt0k6vgQ,spotify:track:4SZPTaYVfpvEiFgt0k6vgQ,Kingdmusic,Hold On (Remix),spotify:album:4a6QrzH1axFeHBWfRbeaZ7,0.726,0.686,6,-5.984,0,0.146,0.104,1.14e-05,0.286,0.259,146.503,spotify:track:4SZPTaYVfpvEiFgt0k6vgQ,218727,5,28,2024-11,Christian
SANS CESSE,17uYggRXy1qG2NWTIihzxV,spotify:track:17uYggRXy1qG2NWTIihzxV,NeS,LA COURSE,spotify:album:4uwweIPWe2AIZknk4aL85E,0.822,0.395,1,-9.633,1,0.621,0.0777,0.0,0.128,0.487,85.138,spotify:track:17uYggRXy1qG2NWTIihzxV,112941,4,21,2022-09,Hip-Hop/Rap
Love at First Sight,0lNNqlJlFA5L768EtPQFnl,spotify:track:0lNNqlJlFA5L768EtPQFnl,Kylie Minogue,The Best of Kylie Minogue,spotify:album:4oaGBehVCW8w4Ekf8sTbqb,0.603,0.774,3,-6.066,0,0.0428,0.0288,0.052,0.0533,0.48,124.993,spotify:track:0lNNqlJlFA5L768EtPQFnl,238266,4,29,2012-05,Pop
Nobody's Fault,4i28YFTQhthmIxfZZ9mPIz,spotify:track:4i28YFTQhthmIxfZZ9mPIz,Benny Sings,Music,spotify:album:6m9VV9JIrMfacsRJ61rPD4,0.883,0.407,2,-10.356,0,0.0386,0.476,0.268,0.0415,0.836,113.983,spotify:track:4i28YFTQhthmIxfZZ9mPIz,202546,4,24,2021-04,Pop
199 - Verfolgungsjagd vor Mitternacht - Teil 35,1koN86nuQCwLjUFPADAIEG,spotify:track:1koN86nuQCwLjUFPADAIEG,TKKG,199/Verfolgungsjagd vor Mitternacht,spotify:album:1C1AXO3YHL4KVeQTHbK0tH,0.517,0.599,1,-14.282,1,0.914,0.906,0.00767,0.293,0.561,79.266,spotify:track:1koN86nuQCwLjUFPADAIEG,80413,4,27,2016-12,Spoken Word
Rechoque,4Yz7pqtoDQgXQKsFV4rbxf,spotify:track:4Yz7pqtoDQgXQKsFV4rbxf,Shameboy,"Hi, Lo and In Between",spotify:album:2O2Rbibh8FQQoicyeC1W9L,0.754,0.573,11,-7.035,1,0.0638,0.00497,0.88,0.071,0.521,130.99,spotify:track:4Yz7pqtoDQgXQKsFV4rbxf,326400,4,24,2006-04,Dance
猜不透,1xa04f9BiJzaZeyofqxcRK,spotify:track:1xa04f9BiJzaZeyofqxcRK,Angela Chang,歐若拉,spotify:album:5sIp9R8I3ZuXESPpkBI4i2,0.348,0.384,1,-7.651,1,0.0301,0.791,0.0,0.0656,0.208,143.416,spotify:track:1xa04f9BiJzaZeyofqxcRK,254013,4,26,2004-12,Mandopop
Poison,0wKF7gUfB8EjoPNHEP69gY,spotify:track:0wKF7gUfB8EjoPNHEP69gY,Miliyah,Poison,spotify:album:27fiHBxlFutayNhLvzpwIX,0.6,0.622,5,-5.458,0,0.336,0.221,5.87e-05,0.113,0.524,188.054,spotify:track:0wKF7gUfB8EjoPNHEP69gY,171168,4,24,2023-12,Hip-Hop/Rap
Love is Heartbreak,7FyDi2JX5dyXfcN0Kepey7,spotify:track:7FyDi2JX5dyXfcN0Kepey7,Cousin Tony's Brand New Firebird,New Romancer,spotify:album:7eeyHbfCjj7facJgV8vqkQ,0.478,0.799,0,-7.164,1,0.0468,0.0693,0.0825,0.0594,0.356,119.99,spotify:track:7FyDi2JX5dyXfcN0Kepey7,285354,4,22,2019-08,Indie Rock
聽一首歌,2uZodJRUpmVX9JD0hljwlt,spotify:track:2uZodJRUpmVX9JD0hljwlt,Soft Lipa,踩.腳.踏.車,spotify:album:1t2yHDGiEvWskOjhe3Qpn6,0.756,0.764,8,-5.246,1,0.036,0.528,0.0,0.261,0.876,92.017,spotify:track:2uZodJRUpmVX9JD0hljwlt,403760,4,24,2011-10,Chinese Hip-Hop
movimiento - Live,2ep6XkZjEoAhDN3rJXR0N8,spotify:track:2ep6XkZjEoAhDN3rJXR0N8,Ulyss,movimiento (Live),spotify:album:3KiawbIJXjieN0xXwVH2Kv,0.455,0.541,8,-7.335,1,0.0449,0.536,0.0,0.196,0.656,129.955,spotify:track:2ep6XkZjEoAhDN3rJXR0N8,194461,4,22,2024-05,Latin
Amazon Birds,7d83P7vcD7chSgzUNE2Obp,spotify:track:7d83P7vcD7chSgzUNE2Obp,Nature Atmospheres,1 Hour of Peaceful River Sounds with Birds Above,spotify:album:6BPLp6ACUFXOHe4Tx0OhwK,0.314,0.994,4,-17.308,1,0.788,0.844,0.381,0.967,0.0311,89.504,spotify:track:7d83P7vcD7chSgzUNE2Obp,128000,4,24,2020-06,Soundtrack
Enamorado de Ti,6LYmWYXP2SlEOEDsbMVvtx,spotify:track:6LYmWYXP2SlEOEDsbMVvtx,Tierra Cali,20 Exitos de Ley,spotify:album:5vneQUtrAtGXvKsoGyGxa1,0.826,0.569,0,-5.73,1,0.0549,0.565,5.16e-06,0.229,0.885,109.046,spotify:track:6LYmWYXP2SlEOEDsbMVvtx,206853,4,21,2013-01,Música Mexicana
052 - Das rote Phantom - Teil 23,00THvpWsnMouedPqSjtBm6,spotify:track:00THvpWsnMouedPqSjtBm6,Die drei !!!,052/Das rote Phantom,spotify:album:6FlKoWXZmRuIG9Zc7J1tUZ,0.73,0.69,11,-9.871,0,0.864,0.721,0.0,0.632,0.65,52.849,spotify:track:00THvpWsnMouedPqSjtBm6,116773,4,29,2017-12,Error
Favors,1MemVMVjnjdyo0RFdZGNNx,spotify:track:1MemVMVjnjdyo0RFdZGNNx,Aye CG,Favors,spotify:album:6y4z6PDiEf9gSgOxEK6jVC,0.846,0.794,10,-4.344,0,0.196,0.0354,0.0,0.336,0.327,96.118,spotify:track:1MemVMVjnjdyo0RFdZGNNx,93309,4,21,2024-10,Hip-Hop/Rap
Les rois mages,3NlefqOLzjaxhEZtJ51Zo2,spotify:track:3NlefqOLzjaxhEZtJ51Zo2,Années soixante dix orchestra,"Les Succès des Années 70, Vol. 1",spotify:album:0ZmMjbOrw85gFGFVuKeoYG,0.758,0.762,2,-6.864,1,0.0334,0.0882,0.0,0.0592,0.938,122.254,spotify:track:3NlefqOLzjaxhEZtJ51Zo2,196446,4,21,2011-04,Not Found
"The Crow, The Owl And The Dove",4FxeJ4zsDQfzTrYxaQNduC,spotify:track:4FxeJ4zsDQfzTrYxaQNduC,Nightwish,Imaginaerum,spotify:album:2AoBiklyaR5oKHfnN67fea,0.55,0.611,0,-7.677,0,0.0263,0.0446,2.22e-05,0.0908,0.22,94.964,spotify:track:4FxeJ4zsDQfzTrYxaQNduC,250386,4,28,2011-12,Metal
Psalm 19,6dnrhryBe0E2j2g7fZYf5z,spotify:track:6dnrhryBe0E2j2g7fZYf5z,Haddon,Creation,spotify:album:6aj3z28GDn0yakaUYRHa6o,0.321,0.339,6,-10.931,1,0.032,0.614,9.89e-06,0.125,0.357,83.059,spotify:track:6dnrhryBe0E2j2g7fZYf5z,175120,4,21,2023-12,Christian
Avant de nous dire adieu,5xBvYxkAgAjexEUOs5p3wz,spotify:track:5xBvYxkAgAjexEUOs5p3wz,Jeane Manson,Les plus belles chansons de Jeane Manson,spotify:album:0R5gSClfmYdYDKjkY1KyaH,0.437,0.574,4,-8.95,0,0.0355,0.069,0.0,0.306,0.498,88.481,spotify:track:5xBvYxkAgAjexEUOs5p3wz,237986,4,21,2004-09,French Pop
I Am Me,2dqQVjwenNRxDBpiXv2bzS,spotify:track:2dqQVjwenNRxDBpiXv2bzS,Fearless Soul,I Am Me,spotify:album:6TD63lGBhlhqmDE2MvTlYW,0.337,0.377,4,-14.356,0,0.0564,0.242,5.82e-06,0.0921,0.185,117.01,spotify:track:2dqQVjwenNRxDBpiXv2bzS,152199,3,25,2018-05,Pop
Armagideon Time,4ppSgNGp77RumknP8RyAKs,spotify:track:4ppSgNGp77RumknP8RyAKs,Willie Williams,Soul Jazz Records presents STUDIO ONE Down Beat Special,spotify:album:4J41Kez8xzpk2cZ9EXtABi,0.82,0.431,2,-7.842,0,0.159,0.0749,0.0127,0.243,0.405,80.193,spotify:track:4ppSgNGp77RumknP8RyAKs,152573,4,20,2019-11,Reggae
Revelation (Mother Earth) - Live from Blizzard Of Ozz tour,2yeZeQojn2hqgLMDm1grB2,spotify:track:2yeZeQojn2hqgLMDm1grB2,Ozzy Osbourne,Blizzard Of Ozz (40th Anniversary Expanded Edition),spotify:album:4qUMByJ3Pk94BFnCmGaUPS,0.213,0.906,4,-4.92,0,0.0563,0.00973,6.13e-06,0.941,0.286,105.176,spotify:track:2yeZeQojn2hqgLMDm1grB2,365614,4,25,2020-09,Metal
Everbless,2J1zb00NLPmajMOqphJOYw,spotify:track:2J1zb00NLPmajMOqphJOYw,Reemah,Everbless,spotify:album:3BYLswQz1NoEaNYgTbbXZU,0.753,0.725,8,-6.795,0,0.165,0.138,0.0,0.076,0.915,150.003,spotify:track:2J1zb00NLPmajMOqphJOYw,240000,4,23,2021-07,Reggae
COLOURS,4XjRbBv7fxOnkkUpag0GnZ,spotify:track:4XjRbBv7fxOnkkUpag0GnZ,emawk,COLOURS,spotify:album:04z2enD9M2q39EpPBoYm7p,0.744,0.426,5,-8.763,0,0.045,0.886,0.0196,0.247,0.558,106.033,spotify:track:4XjRbBv7fxOnkkUpag0GnZ,239433,4,28,2024-07,Neo-Soul
Christmas (Baby Please Come Home),5DHfUmmnlFJPqa9MnKe0EX,spotify:track:5DHfUmmnlFJPqa9MnKe0EX,Darlene Love,Christmas Crooners and Classics,spotify:album:7gfVJEOli8cZq62bdBjfOc,0.342,0.76,3,-7.116,1,0.0504,0.39,0.000391,0.0892,0.346,126.537,spotify:track:5DHfUmmnlFJPqa9MnKe0EX,166453,4,24,2018-09,Christmas: Classic
Sunset In Ireland Arr. For Piano,03jlscFOpoDhHAsPn3ox54,spotify:track:03jlscFOpoDhHAsPn3ox54,Melody Lake,Sunset In Ireland,spotify:album:4dHYaxRzjiPTUUpCxc5b6G,0.413,0.0132,8,-26.594,1,0.106,0.995,0.869,0.105,0.442,203.454,spotify:track:03jlscFOpoDhHAsPn3ox54,67819,3,23,2022-03,New Age
Common Loon,7tUSk4qGWjfDAD8bMqwtxH,spotify:track:7tUSk4qGWjfDAD8bMqwtxH,Xiu Xiu,Common Loon,spotify:album:3Hb4hoxKdekny2pmRamnT7,0.386,0.798,0,-8.676,1,0.0441,3.94e-06,0.4,0.929,0.21,100.595,spotify:track:7tUSk4qGWjfDAD8bMqwtxH,211712,4,29,2024-06,Alternative
MANDA SIM,2jbxXFun1uSYMpCg1bj7Yl,spotify:track:2jbxXFun1uSYMpCg1bj7Yl,DIGITAL REY,MANDA SIM,spotify:album:4wzyzqYQKR35f9UbogWsVM,0.901,0.496,0,-7.372,0,0.0821,0.573,0.74,0.141,0.918,122.015,spotify:track:2jbxXFun1uSYMpCg1bj7Yl,86311,4,23,2024-11,Electronic
St. Clements,3uvXXkiGCM0QY5xVjNSI26,spotify:track:3uvXXkiGCM0QY5xVjNSI26,Gallipoli,Indie Folk Central: November 2023,spotify:album:4bTARzy03vuQBCaBzsHJZk,0.209,0.436,5,-10.661,1,0.0355,0.171,0.358,0.0761,0.0937,164.155,spotify:track:3uvXXkiGCM0QY5xVjNSI26,223770,3,24,2023-11,Singer/Songwriter
Radical,0MSPcmJNNm5P3L8iLr75KI,spotify:track:0MSPcmJNNm5P3L8iLr75KI,Angerfist,Raise & Revolt,spotify:album:4c34VLWSkCUFTOfPCqAvfM,0.508,0.865,1,-6.433,1,0.0909,0.0103,0.677,0.0738,0.215,170.028,spotify:track:0MSPcmJNNm5P3L8iLr75KI,336053,4,27,2015-11,Dance
Sea of Spring,3lDS2CjcI4vTSx7wMOm4hO,spotify:track:3lDS2CjcI4vTSx7wMOm4hO,Tomoko Sunazaki,Tegoto: Japanese Koto Music,spotify:album:2y5X9ZvAes2RdsM90mlmsW,0.236,0.046,9,-24.018,0,0.0468,0.994,0.789,0.126,0.232,81.409,spotify:track:3lDS2CjcI4vTSx7wMOm4hO,421560,4,29,1988-01,Worldwide
In the Morning,2bAzwPmTqMOfnqo0iFmPO8,spotify:track:2bAzwPmTqMOfnqo0iFmPO8,William Elder,In the Morning,spotify:album:3urF9PL0QMcRgXIJbxg276,0.551,0.0687,5,-28.763,0,0.0668,0.995,0.948,0.102,0.137,120.534,spotify:track:2bAzwPmTqMOfnqo0iFmPO8,141684,4,22,2024-11,Worldwide
Scream - Radio Edit,5sp1KDCNEm1Eoeqxsep01L,spotify:track:5sp1KDCNEm1Eoeqxsep01L,Timbaland,Scream,spotify:album:7hyaZCPuWsScAlxURI8k0W,0.628,0.892,4,-3.357,0,0.083,0.0166,0.000107,0.493,0.284,97.327,spotify:track:5sp1KDCNEm1Eoeqxsep01L,225066,4,24,2008-01,Not Found
The Burn,6c8i37XPYZCZoVPH2pF2Bm,spotify:track:6c8i37XPYZCZoVPH2pF2Bm,Ransom Beatz,The Burn,spotify:album:5Qw57fPG5X8nRuAbCDsMZb,0.726,0.3,2,-15.742,0,0.151,0.84,0.908,0.112,0.308,174.004,spotify:track:6c8i37XPYZCZoVPH2pF2Bm,176551,4,23,2024-07,Afro-Beat
Savage Nomad,7gzPE98Uy3AQ0lGOynnmmK,spotify:track:7gzPE98Uy3AQ0lGOynnmmK,Danny Brown,uknowhatimsayin¿,spotify:album:5RCXsrdnNwXGDgKVYpWKHW,0.494,0.761,1,-5.499,0,0.224,0.00444,0.0,0.207,0.0858,143.241,spotify:track:7gzPE98Uy3AQ0lGOynnmmK,208740,4,29,2019-10,Hip-Hop/Rap
I'd Love to Change the World,60fbDTkIN8GvN33VscBGqx,spotify:track:60fbDTkIN8GvN33VscBGqx,Ten Years After,The Best of Ten Years After,spotify:album:6yGlws18CcpJK37qZthISf,0.382,0.476,0,-13.375,1,0.0348,0.324,0.156,0.11,0.391,118.122,spotify:track:60fbDTkIN8GvN33VscBGqx,225088,4,26,2000-08,Rock
Ripples on the Water,3E5MLq8KP2mLYDaxLHsAh5,spotify:track:3E5MLq8KP2mLYDaxLHsAh5,Alexei Surovykh,Scraps of Memories,spotify:album:6xpF2oMbVwEGnyGjNAyzvI,0.512,0.0405,6,-25.932,0,0.0501,0.991,0.953,0.097,0.181,113.041,spotify:track:3E5MLq8KP2mLYDaxLHsAh5,167106,4,25,2020-11,Instrumental
WONDER,2e4trZKoxplWxxJTDcIoFi,spotify:track:2e4trZKoxplWxxJTDcIoFi,8TURN,8TURNRISE,spotify:album:6fvrG4RkX06QBmmc9gA1OQ,0.501,0.819,6,-4.277,1,0.268,0.254,0.0,0.127,0.619,170.09,spotify:track:2e4trZKoxplWxxJTDcIoFi,218120,4,28,2023-01,K-Pop
When I Need You - Remastered,3cOdKdkpf39zuGnMoRgkwX,spotify:track:3cOdKdkpf39zuGnMoRgkwX,Leo Sayer,Very Best Of Leo Sayer,spotify:album:4rV5mwtsOjBXEld4KSjtIG,0.605,0.197,1,-16.459,1,0.0403,0.724,3.87e-06,0.223,0.171,109.764,spotify:track:3cOdKdkpf39zuGnMoRgkwX,251733,3,27,2000-02,Rock
E-E-Y-O-R-E (That's Me!),1RfEBx5dTiNMT8A6UFivm4,spotify:track:1RfEBx5dTiNMT8A6UFivm4,Frog Eyes,E-E-Y-O-R-E (That's Me!),spotify:album:1W6mO9qOVRHTHzB1aGoNt3,0.275,0.885,11,-8.035,0,0.0514,0.00491,0.221,0.219,0.72,148.714,spotify:track:1RfEBx5dTiNMT8A6UFivm4,160984,4,20,2024-11,Contemporary Singer/Songwriter
留白是表白 (電視劇《與君初相識》片頭曲),0IaBodDmfYxRgtvMXuBf3S,spotify:track:0IaBodDmfYxRgtvMXuBf3S,金志文,留白是表白 (電視劇《與君初相識》片頭曲),spotify:album:3f1WcB2Gk5oJyEuBZlXYMb,0.341,0.487,6,-10.253,1,0.0582,0.13,0.000493,0.0683,0.166,118.827,spotify:track:0IaBodDmfYxRgtvMXuBf3S,229442,4,26,2022-03,Soundtrack
Onome,2e8suTG9m4CXIX0wICwTcf,spotify:track:2e8suTG9m4CXIX0wICwTcf,Izzy Beatzz,Onome,spotify:album:3tlvPBGsXc4IIHYooafyLb,0.849,0.559,1,-9.63,1,0.0951,0.575,0.944,0.109,0.478,99.011,spotify:track:2e8suTG9m4CXIX0wICwTcf,145454,4,26,2024-10,Afrobeats
Then Again,7mcGVnsSHiNCKl1kAjqPcW,spotify:track:7mcGVnsSHiNCKl1kAjqPcW,Half Moon Run,A Blemish In The Great Light,spotify:album:4glltV3vRG9muJVQYxu5iU,0.579,0.693,7,-6.684,1,0.0418,0.0101,1.57e-05,0.079,0.335,91.012,spotify:track:7mcGVnsSHiNCKl1kAjqPcW,199413,4,29,2019-11,Alternative
So Far,45UzA7tLKYz2MC9o4bVNOt,spotify:track:45UzA7tLKYz2MC9o4bVNOt,maeshima soshi,yet,spotify:album:1ipPsCI8ehyVxmkBnuKZed,0.836,0.63,11,-7.332,0,0.142,0.0306,0.0,0.0966,0.53,104.999,spotify:track:45UzA7tLKYz2MC9o4bVNOt,202838,4,28,2022-04,J-Pop
Ad Vice,7nJFPK0DlZvp6mHZA6NjiE,spotify:track:7nJFPK0DlZvp6mHZA6NjiE,Talib Kweli,Liberation 2,spotify:album:0zsoWKnMDhi7TgMMST7sYn,0.629,0.723,0,-8.431,1,0.331,0.0363,0.0,0.29,0.684,92.478,spotify:track:7nJFPK0DlZvp6mHZA6NjiE,217898,3,20,2024-04,Hip-Hop/Rap
Kapitel 08 - Wo ist Felix? (Folge 075),6EgeGLAxq1X5xwC4OO9FpY,spotify:track:6EgeGLAxq1X5xwC4OO9FpY,Bibi und Tina,Folge 75: Wo ist Felix?,spotify:album:7eUwxkCrTYX7q9pXYTEqJB,0.589,0.787,6,-14.233,1,0.908,0.599,0.0,0.357,0.342,66.32,spotify:track:6EgeGLAxq1X5xwC4OO9FpY,93011,4,28,2013-10,Spoken Word
005 - Flucht in die Zukunft - Teil 38,3OsYU0f0qKaDTIaswmdLTf,spotify:track:3OsYU0f0qKaDTIaswmdLTf,Die drei ??? Kids,005/Flucht in die Zukunft,spotify:album:1wNy1x9hCcnmU1vhT7S2Tc,0.537,0.844,11,-8.45,0,0.895,0.203,0.0,0.528,0.275,82.264,spotify:track:3OsYU0f0qKaDTIaswmdLTf,120066,4,25,2009-10,Not Found
10,1cEnYL7x4C0BU8F3JRDOFi,spotify:track:1cEnYL7x4C0BU8F3JRDOFi,Young Gii,10,spotify:album:6LAEC0x9luvdox0ow2J5LX,0.715,0.571,1,-6.112,1,0.0463,0.00141,0.0,0.149,0.146,133.978,spotify:track:1cEnYL7x4C0BU8F3JRDOFi,191641,4,23,2024-08,Hip-Hop
"I Do It (ft. Big Sean, Lil Baby)",4SUSf7a2Wp1kEWEDbLXQTf,spotify:track:4SUSf7a2Wp1kEWEDbLXQTf,Lil Wayne,Funeral,spotify:album:4H5jqE52zmsnh5HKwXu1L9,0.828,0.519,1,-3.321,1,0.299,0.15,0.0,0.417,0.274,138.053,spotify:track:4SUSf7a2Wp1kEWEDbLXQTf,184440,4,22,2020-01,Not Found
Smoke & Mirrors,5QFxy0JcqNhHKHwgHu473V,spotify:track:5QFxy0JcqNhHKHwgHu473V,Konoba,Smoke & Mirrors,spotify:album:533rmCMCv6X3SuQAPj6ZdA,0.661,0.452,9,-8.221,0,0.0364,0.352,2.08e-06,0.0938,0.25,139.825,spotify:track:5QFxy0JcqNhHKHwgHu473V,284253,4,24,2017-01,Pop
"Nemo Egg - Main Title (From Disney's, ""Finding Nemo"")",7yaSJ9DGezGLTH6M0BSxLY,spotify:track:7yaSJ9DGezGLTH6M0BSxLY,Walt's Piano,Pixar,spotify:album:36bKP54kN0mZJgY9vniHGc,0.513,0.00177,10,-36.623,1,0.106,0.995,0.968,0.0705,0.66,135.905,spotify:track:7yaSJ9DGezGLTH6M0BSxLY,71707,5,21,2022-09,Disney
烏托邦 - TVB劇集「再創世紀」主題曲,48m7TXoMLrgJlhWdiuwV9Z,spotify:track:48m7TXoMLrgJlhWdiuwV9Z,Pakho Chau,All About Love 關於愛,spotify:album:4NELrDM3KunJRiE9tCFZTi,0.631,0.415,0,-8.592,0,0.0278,0.741,0.0,0.114,0.477,107.971,spotify:track:48m7TXoMLrgJlhWdiuwV9Z,236706,4,23,2018-12,Cantopop/HK-Pop
Nuit humide,24OtbzeSNwZsG3iY4UaOuN,spotify:track:24OtbzeSNwZsG3iY4UaOuN,Mes Souliers Sont Rouges,Tape la galoche (Ou quand le public s'en s'melle),spotify:album:61KiwVxfRXgIdxuyMfm62l,0.535,0.804,4,-8.429,0,0.121,0.649,0.0,0.69,0.589,96.261,spotify:track:24OtbzeSNwZsG3iY4UaOuN,211493,4,29,2015-10,Pop
Jist,4sVovQjjdwDnBAQWtHhTMn,spotify:track:4sVovQjjdwDnBAQWtHhTMn,Boxed In,Melt,spotify:album:7dn3E38XNQtHft5LmlRvWi,0.66,0.763,7,-8.184,1,0.0383,0.011,0.31,0.0901,0.358,124.132,spotify:track:4sVovQjjdwDnBAQWtHhTMn,283906,4,25,2016-09,Alternative
Someone You Loved,47hJYBDckFqxQlpmqSj8Wk,spotify:track:47hJYBDckFqxQlpmqSj8Wk,Valentin,"love 3.0: falling out of love, songs",spotify:album:4xvMHr3K1vkVro7C5fncAu,0.623,0.271,0,-11.946,1,0.0309,0.527,0.000246,0.0909,0.0676,109.973,spotify:track:47hJYBDckFqxQlpmqSj8Wk,181090,4,28,2023-02,Indie Pop
Civil Isolation,6APQ399wotdZ8DTnQ13eCr,spotify:track:6APQ399wotdZ8DTnQ13eCr,While She Sleeps,You Are We,spotify:album:3ZOwCTYw1kIKqrRNSAvKSw,0.314,0.992,10,-3.916,0,0.179,0.00017,7.21e-06,0.0757,0.318,154.732,spotify:track:6APQ399wotdZ8DTnQ13eCr,262694,4,26,2017-04,Metal
O.G,3Es6V0kl9Y6TFd4g4y537T,spotify:track:3Es6V0kl9Y6TFd4g4y537T,Booba,Futur 2.0 (Deluxe),spotify:album:1NXqqawbLYitRYoxTMvASE,0.687,0.641,9,-6.404,1,0.0576,0.006,0.0,0.3,0.242,140.08,spotify:track:3Es6V0kl9Y6TFd4g4y537T,228906,4,25,2013-11,Hip-Hop/Rap
Sisters,1sre5HbPTyURsoGOXFIDRt,spotify:track:1sre5HbPTyURsoGOXFIDRt,Peggy Lee,Selections From Irving Berlin's White Christmas,spotify:album:5rG6Ih8hHqJ6MX6ml5QiOl,0.585,0.192,7,-12.259,1,0.0419,0.541,0.0,0.362,0.498,114.22,spotify:track:1sre5HbPTyURsoGOXFIDRt,148626,4,27,1954-01,Vocal
WHEN I NEED LOVE,5NQRVK4J62sMwC6J4w28FE,spotify:track:5NQRVK4J62sMwC6J4w28FE,Paris Price,WHEN I NEED LOVE,spotify:album:2Nbgwup1ry5rw1WpBNV3j9,0.745,0.489,8,-10.798,0,0.375,0.698,0.0,0.148,0.815,127.26,spotify:track:5NQRVK4J62sMwC6J4w28FE,166299,4,27,2024-11,Hip-Hop/Rap
Afternoon Nap,2aFN3QOciI4igYuXf1uWDG,spotify:track:2aFN3QOciI4igYuXf1uWDG,Liza Pirelli Jazztet,Coffee Break,spotify:album:4AMyEAX9VmBeAGd3WcESRD,0.817,0.13,0,-14.496,1,0.0377,0.77,0.00182,0.109,0.336,82.923,spotify:track:2aFN3QOciI4igYuXf1uWDG,115668,4,27,2024-10,Alternative
Over U,2xt62qMFPid3GBM5QGSQQH,spotify:track:2xt62qMFPid3GBM5QGSQQH,C.WATTS,Over U,spotify:album:1OCvwGALAkvwreUaDOnKBH,0.829,0.587,10,-5.919,0,0.152,0.0525,1.99e-05,0.151,0.556,130.028,spotify:track:2xt62qMFPid3GBM5QGSQQH,157040,4,28,2020-10,Pop
Bibi und Tina Lied,5W8xaIfQY8yZDvKinxLfbF,spotify:track:5W8xaIfQY8yZDvKinxLfbF,Bibi und Tina,Folge 85: Das Geheimnis der alten Mühle,spotify:album:69Ku8m3rCjG0shgu6KaYUz,0.838,0.484,0,-14.624,1,0.0335,0.45,0.0,0.419,0.857,114.981,spotify:track:5W8xaIfQY8yZDvKinxLfbF,78462,4,28,2017-07,Spoken Word
